?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ECTO_9002096>	"An exposure to pesticide synergist."	
<http://purl.obolibrary.org/obo/ECTO_9000900>	"An exposure to tramadol."	
<http://purl.obolibrary.org/obo/CHEBI_132446>	"A perfluoroalkanesulfonic acid that is butane-1-sulfonic acid in which all of the hydrogens of the butyl group have been replaced by fluorines."	"CAS:375-73-5 PMID:16433328 PMID:26780052 PMID:20451658 PMID:26889942 PMID:23441933 PMID:24238775 Wikipedia:Perfluorobutanesulfonic_acid PMID:25268321 Reaxys:1813588 PMID:17917760 PMID:26610298 PMID:19429410 PMID:26360456 PMID:19059455 Patent:WO2011093371"
<http://purl.obolibrary.org/obo/CHEBI_55347>	"A class of anticoagulants which act by inhibiting the action of vitamin K."	
<http://purl.obolibrary.org/obo/GO_0098797>	"Any protein complex that is part of the plasma membrane."	
<http://purl.obolibrary.org/obo/ECTO_9000116>	"An exposure to alpha-pinene."	
<http://purl.obolibrary.org/obo/FOODON_03400289>	"Food group having common consumption, functional or manufacturing characteristics, e.g. *FRUIT OR VEGETABLE PRODUCT*, *DAIRY PRODUCT*, *CONFECTIONARY*, *PREPARED FOOD PRODUCT*, etc. [FDA CFSAN 1995]"@en	"http://www.langual.org/langual_thesaurus.asp?termid=A0289"
<http://purl.obolibrary.org/obo/CHEBI_48210>		
<http://purl.obolibrary.org/obo/CHEBI_22563>	"A monoatomic or polyatomic species having one or more elementary charges of the electron."	
<http://purl.obolibrary.org/obo/ECTO_9000233>	"An exposure to glucagon."	
<http://purl.obolibrary.org/obo/CHEBI_146293>		"PMID:27435673"
<http://purl.obolibrary.org/obo/CHEBI_35783>		"LIPID_MAPS_instance:LMPR0102120000 LIPID_MAPS_instance:LMPR0102120026 CAS:464-15-3 Beilstein:1900804 DrugBank:DB04501"
<http://purl.obolibrary.org/obo/CHEBI_46077>		"PDBeChem:TRI Gmelin:323206 CAS:63598-71-0 Beilstein:605619"
<http://purl.obolibrary.org/obo/CHEBI_30629>		"CAS:111-40-0 Gmelin:2392 Beilstein:605314"
<http://purl.obolibrary.org/obo/CHEBI_83779>	"A tertiary alcohol that is pentan-3-ol substituted by a 4-chlorophenyl, methyl, methyl, and a 1H-1,2,4-triazol-1-ylmethyl at positions 1, 4, 4 and 3 respectively."	"PPDB:610"
<http://purl.obolibrary.org/obo/CHEBI_33255>		"KEGG:C01886 KEGG:C01343"
<http://purl.obolibrary.org/obo/ECTO_9000426>	"An exposure to alkane."	
<http://purl.obolibrary.org/obo/CHEBI_77308>	"A member of the class of dithiocarbamate anions resulting from the deprotonation of both of the dithiocarbamic acid moieties of ethylenebis(dithiocarbamic acid). The major species at pH 7.3."	
<http://purl.obolibrary.org/obo/CHEBI_34320>		"KEGG:C14443 CAS:119-93-7"
<http://purl.obolibrary.org/obo/GO_0006576>	"The chemical reactions and pathways occurring at the level of individual cells involving any of a group of naturally occurring, biologically active amines, such as norepinephrine, histamine, and serotonin, many of which act as neurotransmitters."	
<http://purl.obolibrary.org/obo/FOODON_00001882>		
<http://purl.obolibrary.org/obo/CHEBI_16865>	"A gamma-amino acid that is butanoic acid with the amino substituent located at C-4."	"Drug_Central:1262 Reaxys:906818 KEGG:C00334 CAS:56-12-2 LIPID_MAPS_instance:LMFA01100039 MetaCyc:4-AMINO-BUTYRATE KEGG:D00058 Beilstein:906818 PMID:16276116 DrugBank:DB02530 PMID:10930630 PDBeChem:ABU BPDB:2298 HMDB:HMDB0000112 Gmelin:49775 PMID:21614609 KNApSAcK:C00001337 PMID:22770225 Wikipedia:Gamma-Aminobutyric_acid PMID:10630630"
<http://purl.obolibrary.org/obo/CHEBI_167308>	"A 6-(dimethylamino)-4,4-diphenylheptan-3-one that has (S)-configuration. It is the less active enantiomer of methadone and has very little activity on opioid receptors and mainly responsible for the inhibition of hERG K+ channels and thus for cardiac toxicity. The drug is currently under clinical development for the treatment of major depressive disorder."	"Chemspider:559067 Wikipedia:Dextromethadone PMID:30907440 PMID:31454827 PMID:23249875 PMID:27456067 DrugBank:DB15198 PMID:27055456 PMID:32302325 PMID:33345336 CAS:5653-80-5 PMID:23935979 PMID:27974484 Reaxys:3213667 PMID:31368772 PMID:21175445 PMID:31091116 PMID:29458047"
<http://purl.obolibrary.org/obo/CHEBI_35286>	"Cations of structure R2C=N(+)R2."	
<http://purl.obolibrary.org/obo/ENVO_00002127>		
<http://purl.obolibrary.org/obo/ECTO_9001948>	"An exposure to EC 2.5.1.29 (geranylgeranyl diphosphate synthase) inhibitor."	
<http://purl.obolibrary.org/obo/CHEBI_25388>	"A hydroxybenzoate carrying a single hydroxy substituent at unspecified position."	
<http://purl.obolibrary.org/obo/CHEBI_27266>	"A branched-chain amino acid that consists of glycine in which one of the hydrogens attached to the alpha-carbon is substituted by an isopropyl group."	"CAS:516-06-3 PMID:22770225 KEGG:C16436 Reaxys:506689 PMID:17190852 Gmelin:49877 Beilstein:506689 Wikipedia:Valine"
<http://purl.obolibrary.org/obo/ECTO_9001228>	"An exposure to phthalic anhydride."	
<http://purl.obolibrary.org/obo/CHEBI_38500>	"An EC 1.9.3.* (oxidoreductase acting on donor heme group, oxygen as acceptor) inhibitor that interferes with the action of cytochrome c oxidase (EC 1.9.3.1)."	"PMID:12969439 Wikipedia:Cytochrome_c_oxidase"
<http://purl.obolibrary.org/obo/ECTO_9002113>	"An exposure to fumigant insecticide."	
<http://purl.obolibrary.org/obo/CHEBI_39481>		"CAS:126-99-8 Beilstein:741875 KEGG:C19208 Gmelin:277888"
<http://purl.obolibrary.org/obo/ECTO_9002094>	"An exposure to juvenile hormone antagonists."	
<http://purl.obolibrary.org/obo/CHEBI_37080>		"Beilstein:3535778 Gmelin:323518 CAS:10344-93-1 UM-BBD_compID:c0113 KEGG:C00511 Beilstein:3931336"
<http://purl.obolibrary.org/obo/CHEBI_61049>	"A macrolide lactam containing a 23-membered lactone ring, originally isolated from the fermentation broth of a Japanese soil sample that contained the bacteria Streptomyces tsukubaensis."	"DrugBank:DB00864 Patent:EP184162 PDBeChem:FK5 LIPID_MAPS_instance:LMPK04000003 KEGG:D08556 KEGG:C01375 Reaxys:8821611 Patent:US5665727 CAS:104987-11-3 Reaxys:3647477"
<http://purl.obolibrary.org/obo/FOODON_00001881>		
<http://purl.obolibrary.org/obo/CHEBI_36982>		
<http://purl.obolibrary.org/obo/CHEBI_17963>	"A tetrahydropyridine that is 1,2,3,6-tetrahydropyridine substituted by a methyl group at position 1 and a phenyl group at position 4."	"Wikipedia:MPTP CAS:28289-54-5 PMID:21830164 PMID:22393538 Reaxys:133712 PMID:23296790 PMID:21798732 KEGG:C04599"
<http://purl.obolibrary.org/obo/ECTO_9000083>	"An exposure to butanone."	
<http://purl.obolibrary.org/obo/ENVO_2000042>		
<http://purl.obolibrary.org/obo/ECTO_0100008>	"An exposure event involving methamphetamine consumption of an addictive substance"	
<http://purl.obolibrary.org/obo/ECTO_9000849>	"An exposure to perfluorohexanoic acid."	
<http://purl.obolibrary.org/obo/CHEBI_15734>	"A primary alcohol is a compound in which a hydroxy group, -OH, is attached to a saturated carbon atom which has either three hydrogen atoms attached to it or only one other carbon atom and two hydrogen atoms attached to it."	"KEGG:C00226"
<http://purl.obolibrary.org/obo/CHEBI_22702>		
<http://purl.obolibrary.org/obo/PO_0025433>	"A portion of meristem tissue (PO:0009013) that is committed to the development of a root primordium (PO:0005029)."	"PO_GIT:427"
<http://purl.obolibrary.org/obo/CHEBI_18375>	"A ribosyl or deoxyribosyl derivative of a pyrimidine or purine base in which C-3 and C-5 of the ribose ring are engaged in formation of a cyclic mono-, di-, tri- or tetra-phosphate."	
<http://purl.obolibrary.org/obo/CHEBI_33249>	"Any organic substituent group, regardless of functional type, having one free valence at a carbon atom."	
<http://purl.obolibrary.org/obo/PATO_0040008>	"A shape quality inhering in a bearer by virtue of the bearer's having an ornamental border consisting of short straight or twisted threads or strips hanging from cut or raveled edges or from a separate band."	
<http://purl.obolibrary.org/obo/CHEBI_25835>	"A fatty acid ester obtained by condensation of the carboxy group of palmitic acid with a hydroxy group of an alcohol or phenol."	
<http://purl.obolibrary.org/obo/CHEBI_35475>	"An anti-inflammatory drug that is not a steroid. In addition to anti-inflammatory actions, non-steroidal anti-inflammatory drugs have analgesic, antipyretic, and platelet-inhibitory actions. They act by blocking the synthesis of prostaglandins by inhibiting cyclooxygenase, which converts arachidonic acid to cyclic endoperoxides, precursors of prostaglandins."	"Wikipedia:Non-steroidal_anti-inflammatory_drug"
<http://purl.obolibrary.org/obo/ECTO_9000912>	"An exposure to 1,1,1-trichloroethane."	
<http://purl.obolibrary.org/obo/CHEBI_33521>	"An atom of an element that exhibits typical metallic properties, being typically shiny, with high electrical and thermal conductivity."	"KEGG:C00050 PMID:21784043 Wikipedia:Metal"
<http://purl.obolibrary.org/obo/ECTO_8000014>	"A exposure event involving the interaction of an exposure receptor to material extraction process."	
<http://purl.obolibrary.org/obo/ECTO_9002021>	"An exposure to astringent."	
<http://purl.obolibrary.org/obo/CHEBI_38092>	"Any member of the class of cardenolides with glycosyl residues attached to position 3."	
<http://purl.obolibrary.org/obo/GO_0008211>	"The chemical reactions and pathways involving glucocorticoids, hormonal C21 corticosteroids synthesized from cholesterol. Glucocorticoids act primarily on carbohydrate and protein metabolism, and have anti-inflammatory effects."	
<http://purl.obolibrary.org/obo/CHEBI_39087>	"Any sulfur oxoacid derivative derived from sulfurous acid."	
<http://purl.obolibrary.org/obo/CHEBI_17347>	"An androstanoid having 17beta-hydroxy and 3-oxo groups, together with unsaturation at C-4-C-5.."	"LIPID_MAPS_instance:LMST02020002 PMID:18900503 DrugBank:DB00624 Gmelin:538843 Drug_Central:2607 PMID:11786693 HMDB:HMDB0000234 KEGG:C00535 PDBeChem:TES Wikipedia:Testosterone PMID:24498482 Reaxys:1915399 KEGG:D00075 KNApSAcK:C00003675 Beilstein:3653705 PMID:10438974 Beilstein:1915399 CAS:58-22-0"
<http://purl.obolibrary.org/obo/CHEBI_30627>		"MolBase:526 CAS:1313-27-5 Gmelin:100822"
<http://purl.obolibrary.org/obo/CHEBI_82358>		"CAS:621-64-7 KEGG:C19279"
<http://purl.obolibrary.org/obo/CHEBI_134045>	"Organochlorine compounds that are polychlorinated dibenzodioxines and structurally related entities that are persistant organic pollutants. These include polychlorinated dibenzofurans as well as polychlorinated and polybrominated biphenyls  They vary widely in their toxicity, but their toxic mode of action is through the aryl hydrocarbon receptor."	"Wikipedia:Dioxins_and_dioxin-like_compounds"
<http://purl.obolibrary.org/obo/CHEBI_71666>	"An amino-acid anion in which the amino group is situated gamma- to the carboxylate group."	
<http://purl.obolibrary.org/obo/CHEBI_81758>	"A diastereoisomeric mixture composed of the enantiomeric pair (2R,3S)- and (2S,3R)-cyproconazole in ratio 1:1 with the enantiomeric pair (2R,3R)- and (2S,3S)-cyproconazole. A broad spectrum fungicide, it is used on cereals and other field crops used to control Septoria, rust, powdery mildew and other diseases."	"PMID:24691702 PMID:25182419 CAS:94361-06-5 PMID:23708404 KEGG:C18456 Pesticides:cyproconazole Reaxys:8324780"
<http://purl.obolibrary.org/obo/CHEBI_39417>	"Any saturated fatty acid with a carbon side-chain or isopropyl termination."	
<http://purl.obolibrary.org/obo/CHEBI_132742>	"A member of the class of lysophosphatidic acids obtained by hydrolytic removal of one of the two acyl groups of any phosphatidic acid. A 'closed' class."	
<http://purl.obolibrary.org/obo/ECTO_9002151>	"An exposure to nicotinic acid."	
<http://purl.obolibrary.org/obo/FOODON_03301055>		"SUBSET_SIREN:F1055"
<http://purl.obolibrary.org/obo/ECTO_4000029>	"A exposure event involving the interaction of an exposure receptor to increased amount of temperature of soil."	
<http://purl.obolibrary.org/obo/FOODON_00003460>	"A food product which has been separated into pieces."@en	
<http://purl.obolibrary.org/obo/ENVO_01001135>	"A terrestrial planet which has a surface dominated by hot deserts."	
<http://purl.obolibrary.org/obo/ENVO_2000041>		
<http://purl.obolibrary.org/obo/FOODON_03000218>	"A whole almond or some substance made from a processed almond."@en	
<http://purl.obolibrary.org/obo/ECTO_9000575>	"An exposure to erythromycin D."	
<http://purl.obolibrary.org/obo/ENVO_01001272>	"A construction which comprises a durable surface layer overlying a solid surface intended to sustain vehicular or foot traffic."	
<http://purl.obolibrary.org/obo/CHEBI_48471>		
<http://purl.obolibrary.org/obo/CHEBI_62980>	"An alpha-amino-acid anion resulting from the removal of a proton from the carboxy group of homoserine."	
<http://purl.obolibrary.org/obo/NCIT_C86589>	"A type of lifestyle that lacks physical exercise, characterized by sitting, reading, watching television or using a computer for much of the day without vigorous physical exertion."	
<http://purl.obolibrary.org/obo/MAXO_0000282>	"Treatment with any agent or medication that modifies androgen, estrogens, and/or progestogens."	
<http://purl.obolibrary.org/obo/FOODON_03411024>		"http://www.langual.org/langual_thesaurus.asp?termid=B1024"
<http://purl.obolibrary.org/obo/CHEBI_6444>		"KEGG:D08123 CAS:77-07-6 KEGG:C08014 Drug_Central:1574 HMDB:HMDB0014992"
<http://purl.obolibrary.org/obo/CHEBI_60720>	"An inorganic sodium salt having silicate as the counterion."	"CAS:1344-09-8 PMID:8991630 Reaxys:11343143 Wikipedia:Sodium_silicate"
<http://purl.obolibrary.org/obo/ECTO_9000673>	"An exposure to rosuvastatin."	
<http://purl.obolibrary.org/obo/ENVO_00002275>	"Technosols are soils whose properties and pedogenesis are dominated by their technical origin. They contain a significant amount of artefacts (something in the soil recognizably made or extracted from the earth by humans), or are sealed by technic hard rock (material created by humans, having properties unlike natural rock). They include soils from wastes (landfills, sludge, cinders, mine spoils and ashes), pavements with their underlying unconsolidated materials, soils with geomembranes and constructed soils in human-made materials."	
<http://purl.obolibrary.org/obo/ENVO_01000941>	"Regions of a planet which are not exposed to the planet's atmosphere or space, often comprising parts of one or more planetary structural layers."	
<http://purl.obolibrary.org/obo/ECTO_0000699>	"An exposure to probe."	
<http://purl.obolibrary.org/obo/CHEBI_51518>	"An anionic coordination entity where halido ligands are coordinated to a metal centre."	
<http://purl.obolibrary.org/obo/CHEBI_55327>	"A nitrogen oxoanion arising from deprotonation of the hydroxy group of nitroethane."	"PMID:19577534 CAS:25590-58-3 KEGG:C18091"
<http://purl.obolibrary.org/obo/CHEBI_600520>	"A cyclic hexapeptide echinocandin antibiotic which exerts its effect by inhibiting the synthesis of 1,3-beta-D-glucan, an integral component of the fungal cell wall. It is used as the sodium salt for the treatment of invasive candidiasis, and of aspergillosis in patients who are intolerant of other therapy."	"PMID:17420211 PMID:17325225 DrugBank:DB01141 Beilstein:9610508 PMID:17785512 CAS:235114-32-6 PMID:17325217 PMID:17307974 KEGG:D08218 PMID:17194830"
<http://purl.obolibrary.org/obo/ECTO_9000654>	"An exposure to pentachlorobiphenyl."	
<http://purl.obolibrary.org/obo/CHEBI_7735>	"A benzodiazepine that is 10H-thieno[2,3-b][1,5]benzodiazepine substituted by a methyl group at position 2 and a 4-methylpiperazin-1-yl group at position 4."	"KEGG:C07322 CAS:132539-06-1 DrugBank:DB00334 PMID:18792627 KEGG:D00454 Reaxys:7655141 Wikipedia:Olanzapine PMID:18022155 Patent:US5229382 PMID:18504690 Drug_Central:1982 Patent:EP454436"
<http://purl.obolibrary.org/obo/ENVO_01000743>	"A process in which natural ecosystems present over an expanse of land are removed and replaced with anthropogenic ecosystems."	
<http://purl.obolibrary.org/obo/ENVO_01001451>	"A planned environmental usage process during which an environment supports facilities associated with commerce or the earning of a livelihood through means other than manufacturing or the provision of a public service."	
<http://purl.obolibrary.org/obo/FOODON_03301054>		"SUBSET_SIREN:F1054"
<http://purl.obolibrary.org/obo/FOODON_03412409>	"*Coelenterata* is an obsolete term encompassing the animal phyla *Cnidaria* (coral animals, true jellies, sea anemones, sea pens, and their allies) and *Ctenophora* (comb jellies).  [https://en.wikipedia.org/wiki/Coelenterata]"@en	"http://www.langual.org/langual_thesaurus.asp?termid=B2409"
<http://purl.obolibrary.org/obo/FOODON_00001750>		
<http://purl.obolibrary.org/obo/CHEBI_18624>	"A 1,3-dichloropropene with a (E)-configuration."	"CAS:542-75-6 Reaxys:8403040 Beilstein:8403040 MetaCyc:CPD-9112 KEGG:C18627 CAS:10061-02-6 KEGG:C06609 PMID:18576217 UM-BBD_compID:c0611 PMID:15473640 PMID:23899962 HMDB:HMDB0013592"
<http://purl.obolibrary.org/obo/ECTO_9000678>	"An exposure to trans-chlordane."	
<http://purl.obolibrary.org/obo/FOODON_03600004>	"A botanical dietary supplement composed primarily of a Ginkgo biloba plant leaf extract."@en	"http://purl.obolibrary.org/obo/DRON_00025240 http://purl.obolibrary.org/obo/DRON_00022022 http://purl.obolibrary.org/obo/DRON_00024375 http://purl.obolibrary.org/obo/DRON_00022023 http://purl.obolibrary.org/obo/DRON_00030691"
<http://purl.obolibrary.org/obo/CHEBI_76906>	"An EC 4.1.* (C-C lyase) inhibitor that interferes with the action of any carboxy-lyase (EC 4.1.1.*)."	
<http://purl.obolibrary.org/obo/ECTO_0070122>	"An exposure to waffle via ingestion."	
<http://purl.obolibrary.org/obo/FOODON_03316271>		"SUBSET_SIREN:F16271"
<http://purl.obolibrary.org/obo/ECTO_9000441>	"An exposure to dehydroepiandrosterone."	
<http://purl.obolibrary.org/obo/CHEBI_38509>		"CAS:7379-51-3"
<http://purl.obolibrary.org/obo/XCO_0000002>	"A state in which the organism is not exhibiting any physical exertion."	
<http://purl.obolibrary.org/obo/NCBITaxon_123368>		
<http://purl.obolibrary.org/obo/CHEBI_22278>	"An amino acid derivative resulting from reaction of alanine at the amino group or the carboxy group, or from the replacement of any hydrogen of alanine by a heteroatom. The definition normally excludes peptides containing alanine residues."	
<http://purl.obolibrary.org/obo/ECTO_9000816>	"An exposure to trinexapac-ethyl."	
<http://purl.obolibrary.org/obo/CHEBI_72544>	"Any organic molecular entity whose stucture is based on derivatives of a phenyl-substituted 1-phenylpropane possessing a C15 or C16 skeleton, or such a structure which is condensed with a C6-C3 lignan precursors. The term is a 'superclass' comprising all members of the classes of flavonoid, isoflavonoid, neoflavonoid, chalcones, dihydrochalcones, aurones, pterocarpan, coumestans, rotenoid, flavonolignan, homoflavonoid and flavonoid oligomers. Originally restricted to natural products, the term is also applied to synthetic compounds related to them."	"Wikipedia:Flavonoids"
<http://purl.obolibrary.org/obo/CHEBI_63353>	"A carbohydrate derivative that is formally obtained from a disaccharide."	
<http://purl.obolibrary.org/obo/FOODON_00002337>		
<http://purl.obolibrary.org/obo/GO_0042136>	"The chemical reactions and pathways resulting in the formation of any of a group of substances that are released on excitation from the axon terminal of a presynaptic neuron of the central or peripheral nervous system and travel across the synaptic cleft to either excite or inhibit the target cell."	
<http://purl.obolibrary.org/obo/CHEBI_157770>	"Any primary fatty alcohol with a chain length less than 6 carbons."	
<http://purl.obolibrary.org/obo/ECTO_9000045>	"An exposure to dichloromethane."	
<http://purl.obolibrary.org/obo/CHEBI_254496>	"A tetraphene having methyl substituents at the 7- and 12-positions. It is a potent carcinogen and is present in tobacco smoke."	"PMID:11488430 CAS:57-97-6 PMID:18992763 Gmelin:263937 PMID:12839762 KEGG:C19488 LINCS:LSM-37159 PMID:7561049 PMID:16020197 Beilstein:1912135"
<http://purl.obolibrary.org/obo/CHEBI_51151>	"An  organic molecule that is electrically neutral carrying a positive and a negative charge in one of its major canonical descriptions. In most dipolar compounds the charges are delocalized; however the term is also applied to species where this is not the case."	
<http://purl.obolibrary.org/obo/ECTO_9001377>	"An exposure to methacholine."	
<http://purl.obolibrary.org/obo/CHEBI_64672>	"An aromatic ketone that is penta- or hexaphenone bearing chloro, hydroxy and methoxy substituents on the benzene ring. A class of effector molecules isolated from Dictyostelium discoideum."	"Wikipedia:Differentiation-inducing_factor"
<http://purl.obolibrary.org/obo/CHEBI_37598>	"Compounds having two beta-haloalkyl groups bound to a nitrogen atom, as in (X-CH2-CH2)2NR."	"Wikipedia:Nitrogen_mustard"
<http://purl.obolibrary.org/obo/GO_0032988>	"The disaggregation of a protein-RNA complex into its constituent components."	
<http://purl.obolibrary.org/obo/ECTO_9002111>	"An exposure to pyrethroid ester acaricide."	
<http://purl.obolibrary.org/obo/CHEBI_28262>	"A 2-carbon sulfoxide in which the sulfur atom has two methyl substituents."	"PMID:19382398 Wikipedia:Dimethyl_sulfoxide PMID:16522014 PMID:11350866 DrugBank:DB01093 PMID:3510103 KEGG:C11143 PMID:22030943 PMID:23050031 HMDB:HMDB0002151 PMID:20828537 PMID:15868171 PMID:12663039 PMID:31489176 PDBeChem:DMS PMID:4963226 PMID:4556944 CAS:67-68-5 MetaCyc:DMSO PMID:11162043 PMID:19096138 Reaxys:506008 PMID:6309056 PMID:22768202 Beilstein:506008 Gmelin:1556 PMID:16434015 PMID:28220525 PMID:22722716 LINCS:LSM-36361 PMID:3898376 PMID:29938311 PMID:3916302 KNApSAcK:C00053120 PMID:11474739 UM-BBD_compID:c0236 Drug_Central:906 PMID:19443933 PMID:15588915 PMID:6379027 FooDB:FDB000764 KEGG:D01043 PMID:21426213 PMID:4223708 PMID:15237653 PMID:23313473 Chemspider:659 PMID:10298633 PMID:22814967"
<http://purl.obolibrary.org/obo/FOODON_03400131>	"Food product consisting of comminuted poultry meat, usually seasoned, pressed and/or encased."@en	"http://www.langual.org/langual_thesaurus.asp?termid=A0131"
<http://purl.obolibrary.org/obo/ENVO_00002122>	"Mud which has elevated concentrations of arsenic."	
<http://purl.obolibrary.org/obo/ECTO_9000957>	"An exposure to abamectin."	
<http://purl.obolibrary.org/obo/ECTO_9001811>	"An exposure to protic solvent."	
<http://purl.obolibrary.org/obo/ECTO_6000028>	"An exposure event involving Socioeconomic Factors"	
<http://purl.obolibrary.org/obo/CHEBI_39221>		
<http://purl.obolibrary.org/obo/PATO_0000406>	"A curvature quality inhering in a bearer by virtue of the bearer's having or being marked by a curve or smoothly rounded bend."	
<http://purl.obolibrary.org/obo/FOODON_00001139>		
<http://purl.obolibrary.org/obo/CHEBI_64611>	"A lipid similar in structure to a glycerolipid but in which one or more of the carbon atoms on glycerol is bonded to an alkyl chain via an ether linkage, as opposed to the usual ester linkage."	"PMID:22306069 Wikipedia:Ether_lipid PMID:22366205 PMID:21309516 PMID:22609598 PMID:22114698 PMID:22506086 PMID:22348073 PMID:22148427"
<http://purl.obolibrary.org/obo/CHEBI_29243>	"An arsenite ion resulting from the removal of a proton from two of the hydroxy groups of arsenous acid."	
<http://purl.obolibrary.org/obo/ECTO_9000184>	"An exposure to caesium molecular entity."	
<http://purl.obolibrary.org/obo/CHEBI_26689>	"A reactive oxygen species that is the lowest excited state of the dioxygen molecule."	"Gmelin:491 PMID:21735018 PMID:21883246 Reaxys:16514885 Wikipedia:Singlet_oxygen Reaxys:3587218 Drug_Central:4235 PMID:18264592"
<http://purl.obolibrary.org/obo/CHEBI_33644>	"Acyclic (branched or unbranched) and cyclic (with or without side chain) hydrocarbons having one or more carbon-carbon triple bonds."	
<http://purl.obolibrary.org/obo/ENVO_00002044>	"The residual semi-solid material left from domestic or industrial processes, or wastewater treatment processes."	"https://en.wikipedia.org/wiki/Sludge EcoLexicon:sludge"
<http://purl.obolibrary.org/obo/NBO_0002511>	"\"Any process that modulates the frequency, rate or extent of saccharin consumption, the specific actions or reactions of an organism in response to external or internal stimuli.\" [NBOC:GVG]"	
<http://purl.obolibrary.org/obo/FOODON_00002336>		
<http://purl.obolibrary.org/obo/CHEBI_60250>	"A selenium atom having a net electric charge."	
<http://purl.obolibrary.org/obo/FOODON_00002203>		
<http://purl.obolibrary.org/obo/ECTO_9001700>	"An exposure to diagnostic agent."	
<http://purl.obolibrary.org/obo/FOODON_00002469>		
<http://purl.obolibrary.org/obo/CHEBI_34241>	"A member of the class of phenols that phenol substituted by methyl groups at positions 2 and 4."	"PMID:29276958 KNApSAcK:C00052596 PMID:30922799 PMID:34214809 PMID:18962311 AGR:IND607288222 PMID:32841770 PMID:33268651 Reaxys:636244 PMID:18949436 PMID:22113936 PMID:4387388 MetaCyc:CPD-18280 PMID:26567311 PMID:26961915 PMID:25641836 Chemspider:13839123 CAS:105-67-9 PMID:31445024 PPDB:1619 PMID:32772833 PMID:33120340 PMID:30483493 HMDB:HMDB0245456 PMID:8281889 PMID:24892532 PMID:19430139 KEGG:C14582 PMID:20441950 PMID:23736872 PDBeChem:N0D PMID:18602751 PMID:6778378 PMID:7067652 PMID:21056717 PMID:21290525"
<http://purl.obolibrary.org/obo/NCBITaxon_123369>		
<http://purl.obolibrary.org/obo/CHEBI_83414>	"An organosulfate oxoanion obtained by deprotonation of the sulfo group of any alkyl sulfate; major species at pH 7.3."	"MetaCyc:Organo-Sulfates"
<http://purl.obolibrary.org/obo/CHEBI_33637>	"A polycyclic compound in which two rings have two, and only two, atoms in common. Such compounds have n common faces and 2n common atoms."	
<http://purl.obolibrary.org/obo/CHEBI_31346>		"CAS:7778-18-9 KEGG:D09201 Europe::516 http://www.langual.org/langual_thesaurus.asp?termid=B3053 Codex::516 KEGG:C13194"
<http://purl.obolibrary.org/obo/ECTO_9001205>	"An exposure to oryzalin."	
<http://purl.obolibrary.org/obo/CDNO_0200013>	"The concentration of glucose when measured in some material entity."	"USDA_NDB:1011 INFOODs:GLUS INFOODs:GLUFB"
<http://purl.obolibrary.org/obo/CHEBI_27584>	"A pregnane-based steroidal hormone produced by the outer-section (zona glomerulosa) of the adrenal cortex in the adrenal gland, and acts on the distal tubules and collecting ducts of the kidney to cause the conservation of sodium, secretion of potassium, increased water retention, and increased blood pressure. The overall effect of aldosterone is to increase reabsorption of ions and water in the kidney."	"LIPID_MAPS_instance:LMST02030026 KEGG:C01780 Drug_Central:111 Wikipedia:Aldosterone PDBeChem:AS4 DrugBank:DB04630 Reaxys:3224996 HMDB:HMDB0000037 CAS:52-39-1 LINCS:LSM-42770 Beilstein:3224996 PMID:10438974"
<http://purl.obolibrary.org/obo/CHEBI_39220>		
<http://purl.obolibrary.org/obo/ECTO_9001244>	"An exposure to 1,2-epoxypropane."	
<http://purl.obolibrary.org/obo/ECTO_7000061>	"A exposure event involving the interaction of an exposure receptor to microplastic particle."	
<http://purl.obolibrary.org/obo/CHEBI_85050>	"Any EC 1.10.3.* (oxidoreductase acting on diphenols and related substances as donors with oxygen as acceptor) inhibitor that interferes with the action of laccase (EC 1.10.3.2)."	"Wikipedia:Laccase"
<http://purl.obolibrary.org/obo/ECTO_9000633>	"An exposure to chlorpyrifos."	
<http://purl.obolibrary.org/obo/CHEBI_133972>	"A nitroalkane in which the nitro group is attached to a terminal carbon. Major microspecies at pH 7.3."	"PMID:26506056 MetaCyc:Nitroalkanes PMID:7762004 PMID:1710166"
<http://purl.obolibrary.org/obo/ENVO_00000194>	"Broken rock that appears at the bottom of crags, mountain cliffs or valley shoulders."	"FTT:96 Geonames:T.TAL TGN:21508 https://en.wikipedia.org/wiki/Scree SWEETRealm:Talus FTT:1078 EcoLexicon:scree"
<http://purl.obolibrary.org/obo/ENVO_01001294>	"An atmospheric storm which is generated by the heating and convection of moist and unstable air masses."	
<http://purl.obolibrary.org/obo/NCBITaxon_123366>		
<http://purl.obolibrary.org/obo/NCBITaxon_16714>		
<http://purl.obolibrary.org/obo/ECTO_9001017>	"An exposure to quinomethionate."	
<http://purl.obolibrary.org/obo/CHEBI_17447>	"A monoterpenoid consisting of two prenyl units linked head-to-tail and functionalised with a hydroxy group at its tail end."	"PMID:23168261 PMID:20573166 PMID:23102596 PMID:23415329 Gmelin:185248 PMID:23510343 PMID:23200656 CAS:106-24-1 LIPID_MAPS_instance:LMPR0102010016 Beilstein:1722456 KNApSAcK:C00000845 PMID:23108028 PMID:23399806 PMID:18824010 KEGG:C01500 PMID:23499697 VSDB:2374 BPDB:2374 Wikipedia:Geraniol"
